show show VV sho how 1 O
me me PP me me 1 O
the the DT the the 1 O
actor actor NN act tor 1 O
of of IN of of 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
varsham varsham NN var ham 1 B-movie.name

which which WDT whi ich 1 O
female female JJ fem ale 1 O
actors actor NNS act ors 1 O
starred star VVN sta red 1 O
in in IN in in 1 O
hitch hitch NN hit tch 1 B-movie.name

can can MD can can 1 O
i i NNS i i 1 O
see see VV see see 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
for for IN for for 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
in in IN in in 1 B-movie.name
july july RB jul uly 1 I-movie.name

list list NN lis ist 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
in in IN in in 1 B-movie.name
july july RB jul uly 1 I-movie.name

who who WP who who 1 O
stars star VVZ sta ars 1 O
in in IN in in 1 O
in in IN in in 1 B-movie.name
july July NN jul uly 1 I-movie.name

who who WP who who 1 O
stars star VVZ sta ars 1 O
in in IN in in 1 O
in in IN in in 1 B-movie.name
july July NN jul uly 1 I-movie.name

roll roll NN rol oll 1 O
credits credit NNS cre its 1 O
for for IN for for 1 O
top top JJ top top 1 B-movie.name
gun gun NN gun gun 1 I-movie.name

show show VV sho how 1 O
me me PP me me 1 O
the the DT the the 1 O
actor actor NN act tor 1 O
of of IN of of 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
sirisiri sirisiri NN sir iri 1 B-movie.name
muvva muvva NN muv vva 1 I-movie.name

rocky rocky JJ roc cky 1 B-movie.name
2 2 CD 2 2 1 O
actor actor NN act tor 1 O

who who WP who who 1 O
is be VBZ is is 1 O
chewbakka chewbakka NN che kka 1 B-character.name

who who WP who who 1 O
stared stare VVD sta red 1 O
in in IN in in 1 O
i i NP i i 1 B-movie.name
love love NN lov ove 1 I-movie.name
lucy lucy NN luc ucy 1 I-movie.name

apollo apollo NN apo llo 1 B-movie.name
thirteen thirteen CD thi een 1 I-movie.name
cast cast NN cas ast 1 O
members member NNS mem ers 1 O

can can MD can can 1 O
you you PP you you 1 O
tell tell VV tel ell 1 O
me me PP me me 1 O
more more JJR mor ore 1 O
about about IN abo out 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
of of IN of of 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
apollo apollo NN apo llo 1 B-movie.name
thirteen thirteen CD thi een 1 I-movie.name

cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
for for IN for for 1 O
apollo apollo NN apo llo 1 B-movie.name
thirteen thirteen CD thi een 1 I-movie.name

castmembers castmembers NNS cas ers 1 O
of of IN of of 1 O
apollo apollo NN apo llo 1 B-movie.name
thirteen thirteen CD thi een 1 I-movie.name

complete complete JJ com ete 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
of of IN of of 1 O
apollo apollo NN apo llo 1 B-movie.name
thirteen thirteen CD thi een 1 I-movie.name

find find VV fin ind 1 O
for for IN for for 1 O
information information NN inf ion 1 O
about about IN abo out 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
of of IN of of 1 O
appolo appolo NP app olo 1 B-movie.name
thirteen thirteen CD thi een 1 I-movie.name

find find VV fin ind 1 O
info info NN inf nfo 1 O
on on IN on on 1 O
the the DT the the 1 O
crew crew NN cre rew 1 O
of of IN of of 1 O
apollo apollo NN apo llo 1 B-movie.name
thirteen thirteen CD thi een 1 I-movie.name

give give VV giv ive 1 O
me me PP me me 1 O
more more JJR mor ore 1 O
facts fact NNS fac cts 1 O
about about IN abo out 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
of of IN of of 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
apollo apollo NN apo llo 1 B-movie.name
thirteen thirteen CD thi een 1 I-movie.name

i i NNS i i 1 O
need need VVP nee eed 1 O
to to TO to to 1 O
know know VV kno now 1 O
in in IN in in 1 O
detail detail NN det ail 1 O
about about IN abo out 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
of of IN of of 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
apollo apollo NN apo llo 1 B-movie.name
thirteen thirteen CD thi een 1 I-movie.name

i i NNS i i 1 O
want want VVP wan ant 1 O
to to TO to to 1 O
find find VV fin ind 1 O
information information NN inf ion 1 O
about about IN abo out 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
of of IN of of 1 O
apollo apollo NN apo llo 1 B-movie.name
thirteen thirteen CD thi een 1 I-movie.name

show show VV sho how 1 O
me me PP me me 1 O
more more JJR mor ore 1 O
information information NN inf ion 1 O
about about IN abo out 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
of of IN of of 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
apollo apollo NN apo llo 1 B-movie.name
thirteen thirteen CD thi een 1 I-movie.name

what what WP wha hat 1 O
actors actor NNS act ors 1 O
were be VBD wer ere 1 O
in in IN in in 1 O
dirty dirty JJ dir rty 1 B-movie.name
dancing dancing NN dan ing 1 I-movie.name

show show VV sho how 1 O
me me PP me me 1 O
the the DT the the 1 O
actors actor NNS act ors 1 O
in in IN in in 1 O
captain captain NN cap ain 1 B-movie.name
america america NN ame ica 1 I-movie.name

show show VV sho how 1 O
me me PP me me 1 O
gilda Gilda NP gil lda 1 B-movie.name
's 's POS 's 's 1 O
credits credit NNS cre its 1 O

i i NP i i 1 O
can can MD can can 1 O
't 't NP 't 't 1 O
remember remember VV rem ber 1 O
the the DT the the 1 O
lead lead JJ lea ead 1 O
guy guy NN guy guy 1 O
in in IN in in 1 O
the the DT the the 1 B-movie.name
avengers avenger NNS ave ers 1 I-movie.name

show show NN sho how 1 O
cast cast VVD cas ast 1 O
list list NN lis ist 1 O
for for IN for for 1 O
the the DT the the 1 B-movie.name
avergers avergers NNS ave ers 1 I-movie.name

who who WP who who 1 O
plays play VVZ pla ays 1 O
nemo nemo NN nem emo 1 B-character.name
in in IN in in 1 O
finding find VVG fin ing 1 B-movie.name
nemo nemo NN nem emo 1 I-movie.name

find find VV fin ind 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
for for IN for for 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
finding find VVG fin ing 1 B-movie.name
nemo nemo NN nem emo 1 I-movie.name

show show VV sho how 1 O
me me PP me me 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
for for IN for for 1 O
finding find VVG fin ing 1 B-movie.name
nemo nemo NN nem emo 1 I-movie.name

show show VV sho how 1 O
me me PP me me 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
of of IN of of 1 O
finding find VVG fin ing 1 B-movie.name
nemo nemo NN nem emo 1 I-movie.name

who who WP who who 1 O
are be VBP are are 1 O
the the DT the the 1 O
main main JJ mai ain 1 O
voices voice NNS voi ces 1 O
in in IN in in 1 O
finding find VVG fin ing 1 B-movie.name
nemo nemo NN nem emo 1 I-movie.name

who who WP who who 1 O
starred star VVD sta red 1 O
in in IN in in 1 O
finding find VVG fin ing 1 B-movie.name
nemo nemo NN nem emo 1 I-movie.name

who who WP who who 1 O
stars star VVZ sta ars 1 O
in in IN in in 1 O
finding find VVG fin ing 1 B-movie.name
nemo nemo NN nem emo 1 I-movie.name

who who WP who who 1 O
was be VBD was was 1 O
the the DT the the 1 O
main main JJ mai ain 1 O
character character NN cha ter 1 O
in in IN in in 1 O
men man NNS men men 1 B-movie.name
in in IN in in 1 I-movie.name
black black JJ bla ack 1 I-movie.name
3 3 CD 3 3 1 I-movie.name

can can NN can can 1 O
i i NNS i i 1 O
see see VVP see see 1 O
the the DT the the 1 O
credits credit NNS cre its 1 O
for for IN for for 1 O
dirty dirty JJ dir rty 1 B-movie.name
dancing dancing NN dan ing 1 I-movie.name

cast cast VVN cas ast 1 O
of of IN of of 1 O
dirty dirty JJ dir rty 1 B-movie.name
dancing dancing NN dan ing 1 I-movie.name

find find VV fin ind 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
for for IN for for 1 O
dirty dirty JJ dir rty 1 B-movie.name
dancing dancing NN dan ing 1 I-movie.name

search search NN sea rch 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
for for IN for for 1 O
dirty dirty JJ dir rty 1 B-movie.name
dancing dancing NN dan ing 1 I-movie.name

search search NN sea rch 1 O
for for IN for for 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
for for IN for for 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
dirty dirty JJ dir rty 1 B-movie.name
dancing dancing NN dan ing 1 I-movie.name

show show VV sho how 1 O
me me PP me me 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
list list NN lis ist 1 O
for for IN for for 1 O
dirty dirty JJ dir rty 1 B-movie.name
dancing dancing NN dan ing 1 I-movie.name

who who WP who who 1 O
starred star VVD sta red 1 O
in in IN in in 1 O
dirty dirty JJ dir rty 1 B-movie.name
dancing dancing NN dan ing 1 I-movie.name

who who WP who who 1 O
starred star VVD sta red 1 O
in in IN in in 1 O
dirty dirty JJ dir rty 1 B-movie.name
dancing dancing NN dan ing 1 I-movie.name

who who WP who who 1 O
were be VBD wer ere 1 O
the the DT the the 1 O
stars star NNS sta ars 1 O
of of IN of of 1 O
dirty dirty JJ dir rty 1 B-movie.name
dancing dancing NN dan ing 1 I-movie.name

who who WP who who 1 O
was be VBD was was 1 O
the the DT the the 1 O
male male JJ mal ale 1 O
star star NN sta tar 1 O
of of IN of of 1 O
titanic titanic JJ tit nic 1 B-movie.name

who who WP who who 1 O
starred star VVD sta red 1 O
in in IN in in 1 O
taxi taxi NN tax axi 1 B-movie.name

who who WP who who 1 O
played play VVD pla yed 1 O
in in IN in in 1 O
the the DT the the 1 B-movie.name
oranges orange NNS ora ges 1 I-movie.name

actors actor NNS act ors 1 O
for for IN for for 1 O
life life NN lif ife 1 B-movie.name
is be VBZ is is 1 I-movie.name
beautiful beautiful JJ bea ful 1 I-movie.name

who who WP who who 1 O
are be VBP are are 1 O
the the DT the the 1 O
lead lead JJ lea ead 1 O
actors actor NNS act ors 1 O
in in IN in in 1 O
life life NN lif ife 1 B-movie.name
is be VBZ is is 1 I-movie.name
beautiful beautiful JJ bea ful 1 I-movie.name

find find VV fin ind 1 O
the the DT the the 1 O
male male JJ mal ale 1 O
actor actor NN act tor 1 O
from from IN fro rom 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
born bear VVN bor orn 1 B-movie.name
free free JJ fre ree 1 I-movie.name

actor actor NN act tor 1 O
from from IN fro rom 1 O
iron iron NN iro ron 1 B-movie.name
man man NN man man 1 I-movie.name

shows show NNS sho ows 1 O
actors actor NNS act ors 1 O
in in IN in in 1 O
shoot shoot NN sho oot 1 B-movie.name
to to TO to to 1 I-movie.name
kill kill VV kil ill 1 I-movie.name

which which WDT whi ich 1 O
actors actor NNS act ors 1 O
starred star VVN sta red 1 O
in in IN in in 1 O
hitch hitch NN hit tch 1 B-movie.name

who who WP who who 1 O
are be VBP are are 1 O
all all RB all all 1 O
of of IN of of 1 O
the the DT the the 1 O
actors actor NNS act ors 1 O
in in IN in in 1 O
hitch hitch NN hit tch 1 B-movie.name

who who WP who who 1 O
was be VBD was was 1 O
the the DT the the 1 O
lead lead JJ lea ead 1 O
actor actor NN act tor 1 O
in in IN in in 1 O
hitch hitch NN hit tch 1 B-movie.name

who who WP who who 1 O
starred star VVD sta red 1 O
in in IN in in 1 O
dark dark JJ dar ark 1 B-movie.name
knight knight NN kni ght 1 I-movie.name
rising rise VVG ris ing 1 I-movie.name

who who WP who who 1 O
played play VVD pla yed 1 O
nick nick NN nic ick 1 B-character.name
fury fury NN fur ury 1 I-character.name
in in IN in in 1 O
the the DT the the 1 B-movie.name
avengers avenger NNS ave ers 1 I-movie.name

who who WP who who 1 O
was be VBD was was 1 O
the the DT the the 1 O
lead lead JJ lea ead 1 O
actor actor NN act tor 1 O
in in IN in in 1 O
the the DT the the 1 B-movie.name
avengers avenger NNS ave ers 1 I-movie.name

what what WP wha hat 1 O
was be VBD was was 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
of of IN of of 1 O
black black JJ bla ack 1 B-movie.name
swan swan NN swa wan 1 I-movie.name

who who WP who who 1 O
acted act VVD act ted 1 O
in in IN in in 1 O
black black JJ bla ack 1 B-movie.name
swan swan NN swa wan 1 I-movie.name

who who WP who who 1 O
was be VBD was was 1 O
in in IN in in 1 O
black black JJ bla ack 1 B-movie.name
swan swan NN swa wan 1 I-movie.name

who who WP who who 1 O
was be VBD was was 1 O
the the DT the the 1 O
lead lead NN lea ead 1 O
in in IN in in 1 O
black black JJ bla ack 1 B-movie.name
swan swan NN swa wan 1 I-movie.name

actors actor NNS act ors 1 O
in in IN in in 1 O
star star NN sta tar 1 B-movie.name
wars war NNS war ars 1 I-movie.name
four four CD fou our 1 I-movie.name

what what WP wha hat 1 O
was be VBD was was 1 O
the the DT the the 1 O
actor actor NN act tor 1 O
who who WP who who 1 O
played play VVD pla yed 1 O
esme esme NN esm sme 1 B-character.name
in in IN in in 1 O
twilight twilight NN twi ght 1 B-movie.name

who who WP who who 1 O
played play VVD pla yed 1 O
esme esme NN esm sme 1 B-character.name
in in IN in in 1 O
twilight twilight NN twi ght 1 B-movie.name

who who WP who who 1 O
starred star VVD sta red 1 O
in in IN in in 1 O
the the DT the the 1 B-movie.name
parent parent NN par ent 1 I-movie.name
trap trap NN tra rap 1 I-movie.name

cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
for for IN for for 1 O
hitch hitch NN hit tch 1 B-movie.name

cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
of of IN of of 1 O
hitch hitch NN hit tch 1 B-movie.name

cast cast NN cas ast 1 O
hitch hitch NN hit tch 1 B-movie.name

hitch hitch NN hit tch 1 B-movie.name
crew crew NN cre rew 1 O

list list NN lis ist 1 O
cast cast NN cas ast 1 O
hitch hitch NN hit tch 1 B-movie.name

show show VV sho how 1 O
me me PP me me 1 O
hitch hitch NN hit tch 1 B-movie.name
's 's POS 's 's 1 O
cast cast NN cas ast 1 O

show show VV sho how 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
of of IN of of 1 O
hitch hitch NN hit tch 1 B-movie.name

what what WP wha hat 1 O
actors actor NNS act ors 1 O
appeared appear VVD app red 1 O
in in IN in in 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
hitch hitch NN hit tch 1 B-movie.name

what what WP wha hat 1 O
actors actor NNS act ors 1 O
played play VVN pla yed 1 O
in in IN in in 1 O
the the DT the the 1 O
movies movie NNS mov ies 1 O
hitch hitch NN hit tch 1 B-movie.name

what what WP wha hat 1 O
was be VBD was was 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
of of IN of of 1 O
hitch hitch NN hit tch 1 B-movie.name

who who WP who who 1 O
starred star VVD sta red 1 O
in in IN in in 1 O
hitch hitch NN hit tch 1 B-movie.name

who who WP who who 1 O
starred star VVD sta red 1 O
in in IN in in 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
hitch hitch NN hit tch 1 B-movie.name

who who WP who who 1 O
stars star VVZ sta ars 1 O
in in IN in in 1 O
hitch hitch NN hit tch 1 B-movie.name

who who WP who who 1 O
was be VBD was was 1 O
in in IN in in 1 O
hitch hitch NN hit tch 1 B-movie.name

who who WP who who 1 O
was be VBD was was 1 O
in in IN in in 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
hitch hitch NN hit tch 1 B-movie.name

who who WP who who 1 O
was be VBD was was 1 O
the the DT the the 1 O
star star NN sta tar 1 O
in in IN in in 1 O
hitch hitch NN hit tch 1 B-movie.name

voice voice NN voi ice 1 O
actor actor NN act tor 1 O
for for IN for for 1 O
homer homer NN hom mer 1 B-character.name
simpson simpson NN sim son 1 I-character.name

who who WP who who 1 O
is be VBZ is is 1 O
in in IN in in 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
two two CD two two 1 B-movie.name
can can MD can can 1 I-movie.name
play play VV pla lay 1 I-movie.name
that that DT tha hat 1 I-movie.name
game game NN gam ame 1 I-movie.name

actress actress NN act ess 1 O
from from IN fro rom 1 O
gone go VVN gon one 1 B-movie.name
with with IN wit ith 1 I-movie.name
the the DT the the 1 I-movie.name
wind wind NN win ind 1 I-movie.name

who who WP who who 1 O
are be VBP are are 1 O
the the DT the the 1 O
lead lead JJ lea ead 1 O
actors actor NNS act ors 1 O
in in IN in in 1 O
this this DT thi his 1 O
movie movie NN mov vie 1 O

show show VV sho how 1 O
me me PP me me 1 O
information information NN inf ion 1 O
on on IN on on 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
of of IN of of 1 O
pitchperfect pitchperfect NN pit ect 1 B-movie.name

actors actor NNS act ors 1 O
in in IN in in 1 O
house house NN hou use 1 B-movie.name
at at IN at at 1 I-movie.name
the the DT the the 1 I-movie.name
end end NN end end 1 I-movie.name
of of IN of of 1 I-movie.name
the the DT the the 1 I-movie.name
street street NN str eet 1 I-movie.name

can can MD can can 1 O
i i NNS i i 1 O
see see VV see see 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
for for IN for for 1 O
house house NN hou use 1 B-movie.name
at at IN at at 1 I-movie.name
the the DT the the 1 I-movie.name
end end NN end end 1 I-movie.name
of of IN of of 1 I-movie.name
the the DT the the 1 I-movie.name
street street NN str eet 1 I-movie.name

cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
for for IN for for 1 O
house house NN hou use 1 B-movie.name
at at IN at at 1 I-movie.name
the the DT the the 1 I-movie.name
end end NN end end 1 I-movie.name
of of IN of of 1 I-movie.name
the the DT the the 1 I-movie.name
street street NN str eet 1 I-movie.name

cast cast NN cas ast 1 O
and and CC and and 1 O
crew crew NN cre rew 1 O
for for IN for for 1 O
the the DT the the 1 O
movie movie NN mov vie 1 O
house house NN hou use 1 B-movie.name
at at IN at at 1 I-movie.name
the the DT the the 1 I-movie.name
end end NN end end 1 I-movie.name
of of IN of of 1 I-movie.name
the the DT the the 1 I-movie.name
street street NN str eet 1 I-movie.name

who who WP who who 1 O
stars star VVZ sta ars 1 O
on on IN on on 1 O
the the DT the the 1 O
house house NN hou use 1 B-movie.name
at at IN at at 1 I-movie.name
the the DT the the 1 I-movie.name
end end NN end end 1 I-movie.name
of of IN of of 1 I-movie.name
the the DT the the 1 I-movie.name
street street NN str eet 1 I-movie.name

who who WP who who 1 O
is be VBZ is is 1 O
in in IN in in 1 O
movie movie NN mov vie 1 O

who who WP who who 1 O
is be VBZ is is 1 O
in in IN in in 1 O
movie movie NN mov vie 1 O

who who WP who who 1 O
is be VBZ is is 1 O
in in IN in in 1 O
movie movie NN mov vie 1 O

who who WP who who 1 O
acts act VVZ act cts 1 O
in in IN in in 1 O
forager forager NN for ger 1 B-movie.name

who who WP who who 1 O
stars star VVZ sta ars 1 O
in in IN in in 1 O
forager forager NN for ger 1 B-movie.name

who who WP who who 1 O
is be VBZ is is 1 O
the the DT the the 1 O
cast cast NN cas ast 1 O
